created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Aug 15 03:05:47 +0000 2022;1559013454169899008;"@sandalhermesss Yuklah Siena tampar/gaplok Andin, bhkn mencaci maki Andinpun monggo,tokoh Andin skrg emg pantas utk dicaci maki. Jesica (korban pemerkosaan,depresi/trauma tp masih ckp waras dkt dg papanya &amp  ingat tunangannya ady. Sedakjal" Elsa cintanya lebih nyata,sepanjang hidupnya cinta nino";0;0;0;8;in;1534799921999917056;1558998605939310594;fatindzikra;https://twitter.com/fatindzikra/status/1559013454169899008
Mon Aug 15 02:41:08 +0000 2022;1559007253185048577;"@LiyaLidyaa Andin jatuhnya kayak bkn trauma lebih kek kepelet jd tersal-sal 😂. Jesica korban pemerkosaan depresi+trauma jg tp Masih cukup waras dibuat dekat kebapaknya&amp  mengingat tunangannya Rendy. Sedakjal" Elsa dia cintanya jauh lebih nyata dari andin. Sepanjang hidupnya mencintai nino";0;0;0;6;in;1534799921999917056;1558964331449950208;fatindzikra;https://twitter.com/fatindzikra/status/1559007253185048577
Sun Aug 14 23:14:18 +0000 2022;1558955199091585025;"@alvi625 @MNC_Pictures Andin ibu 2anak di bikin kek ABG 🤮 Jessi masih gadis sm2 korban pelecehan dan depresi  tp di bikin wanita terhormat, di bikin sellu ingat calon suaminya,Jessi GK di bikin trauma sm laki2 kecuali lihat laki2 brewokan langsung ketakutan";0;0;0;4;in;1256854194905944065;1557004528545038342;Riyantidwi10;https://twitter.com/Riyantidwi10/status/1558955199091585025
Sun Aug 14 22:34:28 +0000 2022;1558945176860631043;"Lembaga Perlindungan Saksi dan Korban (LPSK) menilai istri Irjen Ferdy Sambo, Putri Candrawathi diduga mengalami trauma dan depresi. https://t.co/YqNlLy7u2x";2;2;0;3;in;69183155;1558945176860631043;detikcom;https://twitter.com/detikcom/status/1558945176860631043
Sun Aug 14 14:44:02 +0000 2022;1558826788771442690;"@jelchoc @DDenara @alienfr0mmars_ @jerangkah Memang begitu cara kerja orang tolol Kak. Pelecahan gak dianggap, dan disangka korban menikmati. Ada kasus orang depresi, dibilang gak pernah mendekatkan diri.  Apa pun itu, sending virtual buat kamu. Semoga traumanya lekas sembuh yaa~";0;2;2;39;in;1429675190158467073;1558426469810184192;haveainder;https://twitter.com/haveainder/status/1558826788771442690
Sun Aug 14 12:21:19 +0000 2022;1558790873512812544;"@Tinuno1106 Semangat! Cari circle yg lebih positive vibes kak, nanti depresinya lama lama hilang, aku jg korban depresi";0;0;0;0;in;330064638;1558788731997278209;Pengen50kg;https://twitter.com/Pengen50kg/status/1558790873512812544
Sun Aug 14 10:42:53 +0000 2022;1558766101986947072;"@66hottie Spill aja kaya karyawan kawan lama Biar dipecat, nganggur, depresi, terus mati Emangnya dia juga mikirin mental korban?";0;0;0;0;in;1249826777817468933;1558465495820488704;AL_is_here_;https://twitter.com/AL_is_here_/status/1558766101986947072
Sat Aug 13 08:27:23 +0000 2022;1558369611938050048;"@Askrlfess Kalo semua depresi diakhiri dgn bundir, terus Tuhan buat apa ngasih kita cobaan, kekuatan, keluarga dan teman² ? Ingat Tuhan gak ngasih cobaan diluar batas kemampuan hambanya ya syg, kalo km korban bully dan ga tahan sm itu semua ya aku bisa ngerti krna aku prnh diposisi itu kok";0;2;0;1;in;1477603174999494658;1557717239113318400;hellokyuties;https://twitter.com/hellokyuties/status/1558369611938050048
Sat Aug 13 01:45:10 +0000 2022;1558268390145511425;""Ketika anak korban kekerasan tidak tertangani, tentu dia akan mengalami depresi, mengalami trauma yang berkepanjangan selama hidupnya. Sehingga, harus sesegera mungkin melakukan trauma healing dan menangkap pelaku agar ...,” ujarnya  https://t.co/xTTtH9WkuU";0;0;0;0;in;1076275093;1558268390145511425;utamanewscom;https://twitter.com/utamanewscom/status/1558268390145511425
Fri Aug 12 16:29:20 +0000 2022;1558128512909086720;"Banyak orang yang tadinya simpati dan empati, jadi gagal percaya buat bantu korban yg sesungguhnya. Belum lagi skenario "trauma" dan "depresi" yang dilekatkan padamu, padahal secara sadar ikut tawarkan uang tutup mulut ke si penembak.";0;1;0;0;in;238107971;1558127202432339968;irmafzy;https://twitter.com/irmafzy/status/1558128512909086720
Fri Aug 12 14:31:09 +0000 2022;1558098771266772993;"Dan aku adalah korban sekian dari orang toxic ini. Bagaimana perasaanku? Aku mengalami depresi berat. Hingga mempengaruhi relasi dengan keluarga dan teman. Lebih parahnya aku tidak mempercayai kemampuanku. Aku dibuat seolah tidak berguna, tidak tau mau ngapain, dan selalu salah";0;1;0;0;in;1214335915394355201;1558097722292387840;meisili25;https://twitter.com/meisili25/status/1558098771266772993
Fri Aug 12 08:15:16 +0000 2022;1558004175144857600;"Korban diduga nekat mengakhiri hidupnya dengan cara gantung diri lantaran depresi dengan penyakit yang dideritanya. #publisherstory #sulbarkini https://t.co/Rv9ncSXIZq";0;0;0;0;in;759692754985242625;1558004175144857600;kumparan;https://twitter.com/kumparan/status/1558004175144857600
Fri Aug 12 07:50:04 +0000 2022;1557997834594443266;"@sukaton_id @GeminiRanja @NIcha079 @Askrlfess Itu kenapa korban pelecehan sexsual harus banget didampingi ahli dan dikasi dukungan, karna efek after peristiwa ngga ada bagusnya sama sekali, semuanya sama-sama ngebunuh mental orang. Kaya lingkaran setan, kalo korban ngga depresi dan bunuh diri, bisa jadi pelaku selanjutnya.";0;1;2;13;in;910758641703063552;1557774242988830720;Icloudusky;https://twitter.com/Icloudusky/status/1557997834594443266
Fri Aug 12 07:34:24 +0000 2022;1557993892116455424;"@sukaton_id @GeminiRanja @NIcha079 @Askrlfess Bentuk trauma korban pelecehan tuh banyak, ada yang depresi sampe linglung, ada yang menutup diri dari dunia luar, ada yang malah jadi hypersex (jujurly w males ngomong gini karna mereka yang ngga paham malah koar” harusnya korban pelecehan trauma doang bukan malah hyper), dll";0;1;0;11;in;910758641703063552;1557774242988830720;Icloudusky;https://twitter.com/Icloudusky/status/1557993892116455424
Fri Aug 12 05:54:15 +0000 2022;1557968687394500609;"Jadi yah, kalau memang khawatir atau gimana, sama sama doain aja korban bully yang depresi sampe bundir. Semoga diterima di sisiNya dan diampuni segala dosanya.";0;1;0;1;in;1390694586868137986;1557967897426681856;kaeemiko;https://twitter.com/kaeemiko/status/1557968687394500609
Thu Aug 11 15:25:32 +0000 2022;1557750068161150977;"Wanita Paruh Baya Tewas Dalam Sumur di Sreseh Sampang, Polisi: Korban Diduga Depresi https://t.co/btiLShBR5q";0;0;0;0;in;1158592449943441410;1557750068161150977;SuaraBangsa1;https://twitter.com/SuaraBangsa1/status/1557750068161150977
Thu Aug 11 10:50:06 +0000 2022;1557680752338227201;"@annasantoz318 @CNNIndonesia @susipudjiastuti @RamliRizal @fadlizon @ListyoSigitP Kasus ini sudah memakan korban lainnya...yaitu @annasantoz318 yg kini terlihat depresi 😂😂😂";0;1;1;0;in;2926855970;1557562861311823875;DsSupriyady;https://twitter.com/DsSupriyady/status/1557680752338227201
Thu Aug 11 10:30:00 +0000 2022;1557675696494825473;"Tragis! wanita penghuni apartemen tewas usai terjun dari lantai 12, petugas kebersihan: korban sempat berteriak histeris. #apartemen #tewas #histeris #depresi #kriminal #poskota #poskotacoid https://t.co/PzqUBMTVx1";1;0;0;0;in;1313381114459820032;1557675696494825473;poskotanetwork;https://twitter.com/poskotanetwork/status/1557675696494825473
Thu Aug 11 10:10:31 +0000 2022;1557670790442520576;"@KompasTV Ini mirip sm kasus pembunuhan tetangga gw, awalnya pakek drama si korban nya ini depresi trs mukulin diri sendiri, setelah ad polisi geledah rumah muncul dugaan pembunuhan dr kondisi korban. Ending nya yg nge bunuh iparnya sendiri yg rumahnya juga d belakang rumah korban, trs..";0;1;0;3;in;1271439757193572356;1557362790934855681;Susantievi19;https://twitter.com/Susantievi19/status/1557670790442520576
Thu Aug 11 09:54:40 +0000 2022;1557666803316273153;"Diduga korban nekat melompat lantaran depresi akibat sakit yang berkepanjangan. https://t.co/YUmSXvTnir";0;0;0;0;in;22126902;1557666803316273153;republikaonline;https://twitter.com/republikaonline/status/1557666803316273153
Thu Aug 11 04:56:08 +0000 2022;1557591674838077440;"@schfess Contoh diri sendiri. Ga pinter2 amat, tapi kalau ada tugas kelompok gausah nyari kemana-mana lagi, tinggal tunjuk mau yang mana.  Dark side: depresi, hampir bundir berkali2, complicated family, korban children abuse sampe gede, hidup dengan trauma &amp  ketakutan.";0;0;0;0;in;1270416307108773889;1557316584443883520;jiuwu_jiuqi;https://twitter.com/jiuwu_jiuqi/status/1557591674838077440
Wed Aug 10 13:00:02 +0000 2022;1557351062704558080;"Di balik kesuksesan karier Prilly di dunia hiburan, ia ternyata memiliki perjalanan hidup yang cukup berliku. Mulai dari menjadi korban perundungan, sampai pernah depresi hingga mencoba bunuh diri. https://t.co/uhbRzTFj5v";0;0;0;0;in;786549338818224128;1557351062704558080;akuratco;https://twitter.com/akuratco/status/1557351062704558080
Wed Aug 10 01:54:04 +0000 2022;1557183467938807808;"@Deadlypizza_ @Askrlfess Biar mental breakdown. Gimana rasanya depresi yang udah terjadi sama korban-korbannya. Tinggal tunggu pengadilan Akhirat, pengadilan yang paling adil.";0;1;0;1;in;1242304967613902848;1557076547055796225;VZarisH2;https://twitter.com/VZarisH2/status/1557183467938807808
Wed Aug 10 01:45:38 +0000 2022;1557181346140737536;"Buka Luka Lama, Prilly Latuconsina Akui Pernah Jadi Korban Bullying hingga Depresi https://t.co/BpfgwaOB1U";0;0;0;0;in;1349286188402712576;1557181346140737536;Cerita_Parapuan;https://twitter.com/Cerita_Parapuan/status/1557181346140737536
Wed Aug 10 01:32:33 +0000 2022;1557178051904954368;"Nah ini yg terjadi dulu pd nayla di cinta sebening embun, manda memerankan wanita depresi korban perkos*an dpt banget feelnya keluarga &amp  kehidupan dia hancur  Sesaat stlh kejadian itu dia merasa kotor takut ketemu suaminya..  . Trauma laki2 g langsung cari laki2 sbgi perlindungan";0;1;0;1;in;1349372505404764163;1557178051904954368;lovelanguage4ev;https://twitter.com/lovelanguage4ev/status/1557178051904954368
Tue Aug 09 23:27:38 +0000 2022;1557146616330854400;"@lysavana1 Selamat Pagi cinta. Keluarganya berantakan. Bapak dipenjara ibu depresi.  Anak- anak yang menjadi korban.";0;1;0;1;in;731376028585594880;1556991818545258496;SimanjuntakElly;https://twitter.com/SimanjuntakElly/status/1557146616330854400
Mon Aug 08 23:03:05 +0000 2022;1556778051425685504;"@habibthink Kira2 anak dan keluarga org ini depresi atau bahagia ya Bieb?  angkat dong berita ini agar jangan banyak korban dari pendeta2 yg Cabul  https://t.co/aL4HResItx";0;0;0;0;in;2719715209;1555791396115972096;Medan2theworld;https://twitter.com/Medan2theworld/status/1556778051425685504
Mon Aug 08 22:54:27 +0000 2022;1556775876272214016;"@_ekokuntadhi Kira2 anak dan keluarga org ini depresi atau bahagia ya Oom?  angkat dong berita ini agar jangan banyak korban dari pendeta2 yg Cabul  https://t.co/aL4HResItx";0;0;0;0;in;2719715209;1553304473983782912;Medan2theworld;https://twitter.com/Medan2theworld/status/1556775876272214016
Mon Aug 08 15:07:22 +0000 2022;1556658333330747393;"@PIRATEFESS Korban smile, kru mugiwara dipisah-pisah pas di Sabaody, Luffy depresi gegara Ace, arc impel down";0;0;0;0;in;69598218;1556641693860270080;rasenvi;https://twitter.com/rasenvi/status/1556658333330747393
Mon Aug 08 11:35:03 +0000 2022;1556604899726872576;"Seorang warga Kulon Progo tewas diduga karena bunuh diri pada Minggu (7/8). Polisi mendapat keterangan bahwa korban sedang depresi. #kulonprogo https://t.co/jXK6wAoWY8";0;0;0;0;in;79130206;1556604899726872576;jpnncom;https://twitter.com/jpnncom/status/1556604899726872576
Mon Aug 08 03:49:04 +0000 2022;1556487631952760832;"Korban diduga depresi karena terlilit utang rentenir dan anaknya sering minta ganti motor. #publisherstory https://t.co/WxViXv7snY";0;0;0;1;in;759692754985242625;1556487631952760832;kumparan;https://twitter.com/kumparan/status/1556487631952760832
Mon Aug 08 03:15:34 +0000 2022;1556479200625733637;"Orgnya panik, ibunya lg sakit.  Ntr tiba2 ada DC dtg krmh, makin horor situasinya krn sindikat ini memanfaatkan kepanikan org. Lalu apa yg terjadi? Mgkn ibunya bs makin parah, dan korban jd stress n depresi  Akibat ulah dari JENIUS dan KREDIT PINTAR.";4;3;47;174;in;830258717341806592;1556472729603166210;Partono_ADjem;https://twitter.com/Partono_ADjem/status/1556479200625733637
Mon Aug 08 01:07:19 +0000 2022;1556446926714728449;"🤯KASTRAT MEDIA: TANGGAPAN WAGUB TERHADAP BULLYING🤯  Pagi Sipil!  Belakangan ini ramai kasus bullying anak yang memaksa korban "bersetubuh" dengan kucing sambil divideokan. Setelah video tersebut tersebar, korban mengalami depresi hingga akhirnya meninggal dunia😭 https://t.co/BnjH43gK2U";0;1;1;0;in;1286613321953640448;1556446926714728449;IMSFTUI;https://twitter.com/IMSFTUI/status/1556446926714728449
Sun Aug 07 19:35:52 +0000 2022;1556363514398142469;"Sumpah nyesek baru banget diceritain dr versi mbak yg depresi, Sebut sj Mbak S.  Gw gatau korban yg lain Uda sampe gini apa ga.  Tapi buat lu Mr. R  Meski lu lagi Jabat sbg kepala cabang, Inget cuk, lu tinggal tunggu karma.  Kalo ga salah, agama lu ngajarin Tabur Tuai kan?";0;0;0;0;in;106932722;1556363509239144450;ihsnabyn;https://twitter.com/ihsnabyn/status/1556363514398142469
Sun Aug 07 15:26:36 +0000 2022;1556300785553915904;"Fakta-fakta Bocah Tasikmalaya Jadi Korban Bully, Depresi, Hingga Wafat https://t.co/smN4yaMpzK";0;0;0;0;in;2149020078;1556300785553915904;MyRonal77ID;https://twitter.com/MyRonal77ID/status/1556300785553915904
Sun Aug 07 15:26:32 +0000 2022;1556300768818642946;"Fakta-fakta Bocah Tasikmalaya Jadi Korban Bully, Depresi, Hingga Wafat https://t.co/s66Dh9jOfC";0;0;0;0;in;4778405352;1556300768818642946;MeRonal77ID;https://twitter.com/MeRonal77ID/status/1556300768818642946
Sun Aug 07 15:23:34 +0000 2022;1556300022840725505;"Update Kasus Bocah SD Korban Bully Meninggal karena Depresi: Polisi Naikan Status ke Penyidikan https://t.co/C5rfbccYqI";0;0;0;0;in;2149020078;1556300022840725505;MyRonal77ID;https://twitter.com/MyRonal77ID/status/1556300022840725505
Sun Aug 07 15:23:30 +0000 2022;1556300005434363904;"Update Kasus Bocah SD Korban Bully Meninggal karena Depresi: Polisi Naikan Status ke Penyidikan https://t.co/4EX3nr9tVy";0;0;0;0;in;4778405352;1556300005434363904;MeRonal77ID;https://twitter.com/MeRonal77ID/status/1556300005434363904
Sun Aug 07 15:05:51 +0000 2022;1556295562500386817;"Bocah di Tasikmalaya Jadi Korban Bully hingga Depresi Oleh Kawannya, Efek Pemberian Handphone Terlalu Dini? https://t.co/1N4M4RWT5j";0;0;0;0;in;4778405352;1556295562500386817;MeRonal77ID;https://twitter.com/MeRonal77ID/status/1556295562500386817
Sun Aug 07 14:55:31 +0000 2022;1556292962027737088;"Anak SD Korban Bully Depresi Sampai Meninggal, Dipaksa Setubuhi Kucing Hingga Fotonya Disebar, Pentingnya Pelajaran Anti Bullying di Sekolah https://t.co/9UL1Ovjc43";0;0;0;0;in;2149020078;1556292962027737088;MyRonal77ID;https://twitter.com/MyRonal77ID/status/1556292962027737088
Sun Aug 07 14:55:25 +0000 2022;1556292937629470720;"Anak SD Korban Bully Depresi Sampai Meninggal, Dipaksa Setubuhi Kucing Hingga Fotonya Disebar, Pentingnya Pelajaran Anti Bullying di Sekolah https://t.co/J2meJzPUx8";0;0;0;0;in;4778405352;1556292937629470720;MeRonal77ID;https://twitter.com/MeRonal77ID/status/1556292937629470720
Sat Aug 06 17:31:41 +0000 2022;1555969876669648896;"@convomfs Giliran jadi korban bullying NANGIS?! Besok kalo udah ngerasain jangan lupa review-nya yah dek gimana rasanya, gimana depresi dan frustasinya, gimana mentalnya, gimana effect afternya 🫶🏻";0;0;0;0;in;1537801406060843008;1555887816369848321;aisunliquefy;https://twitter.com/aisunliquefy/status/1555969876669648896
Sat Aug 06 11:43:07 +0000 2022;1555882154164625409;"@McDonalds_Iran Depresi dan korban LDR sama cewe kota";0;0;0;0;in;1408249770393571328;1555881074072653825;serpentcurses;https://twitter.com/serpentcurses/status/1555882154164625409
Sat Aug 06 09:05:15 +0000 2022;1555842425993584640;"Korban ditemukan tewas oleh sang nenek. Ia diduga depresi akibat nilai dalam kuliahnya. #kumparanNEWS https://t.co/mQaOwvN1I0";0;0;1;1;in;759692754985242625;1555842425993584640;kumparan;https://twitter.com/kumparan/status/1555842425993584640
Sat Aug 06 07:53:12 +0000 2022;1555824293816045568;"28. (hampir jadi) korban kali ini temen-temen seangkatannya  ada gue sendiri dan beberapa temen gue lainnya dengan beberapa alasan. diantaranya: 1. Ibunya masuk rumah sakit grgr depresi 2. Ada temennya dari Jerman mau beli tiket 3. Hujan badai di Madura 4. DLL dari cocote https://t.co/RJLeydprYw";15;1;3;42;in;558441451;1555203499251879936;hapeje;https://twitter.com/hapeje/status/1555824293816045568
Sat Aug 06 01:10:35 +0000 2022;1555722975454064640;"Korban bullying biasanya akan mengalami trauma, gelisan, cemas, harga diri rendah, isolasi sosial, depresi dan bahkan sampai muncul pemikiran untuk bunuh diri.";0;1;0;0;in;868911788;1555722335566852096;ILMPI_Wil2;https://twitter.com/ILMPI_Wil2/status/1555722975454064640
Sat Aug 06 00:29:54 +0000 2022;1555712735316688896;"@ByuCyd Dari awal kasus ini aneh karena pernyataan polisi yg ber-ubah2 dan tidak masuk akal kejanggalan demi kejanggal mulai terkuak 1/1 yg melibatkan dari tamtama hingga jenderal dan tuduhan awal perkara mulai kabur gak jelas korban pelecehan belum diperiksa karena masih depresi";0;1;0;0;in;1383891847764856844;1555490218652086273;sudadmono;https://twitter.com/sudadmono/status/1555712735316688896
Fri Aug 05 12:59:27 +0000 2022;1555538979348307968;"@lavicsa @Askrlfess Si korban (istri) melaporkan Karena si pelaku tidak mau bertanggung jawab , Disini ada 2 kemungkinan :  1. Tidak mau menikahi  2. Tidak mau tanggung jawab secara financial . si korban mungkin Sedang trauma berat dan depresi dengan masalah yang dia hadapi saat ini";0;2;0;0;in;323006208;1555452452085719040;Qiqicampjamaica;https://twitter.com/Qiqicampjamaica/status/1555538979348307968
Fri Aug 05 06:33:59 +0000 2022;1555441973590622208;"Fenomena generasi milenial yang menjadi korban kejahatan seksual misalnya, yang berujung pada depresi dan akhirnya meninggal dunia, masih menjadi satu fakta yang memprihatinkan sampai hari ini.";0;1;0;0;in;917035368;1555438443135909888;ceoSbux;https://twitter.com/ceoSbux/status/1555441973590622208
Fri Aug 05 02:37:37 +0000 2022;1555382488415219712;"“Saya menyayangkan siswi yang menjadi korban diminta untuk pindah sekolah bila merasa tidak nyaman sekolah di SMAN 1 Banguntapan. Padahal yang bertanggungjawab atas kasus yang membuatnya depresi adalah pihak sekolah. ,” ujar Sultan.  https://t.co/GhkBltcrbG";0;1;1;2;in;124390203;1555382488415219712;beritaKBR;https://twitter.com/beritaKBR/status/1555382488415219712
Thu Aug 04 18:47:35 +0000 2022;1555264198862831616;"@KompasTV Mana istri bapak yang katanya dilecehkan ? suruh keluar donk hadapi media, buat keterangan pers. Masa korban disembunyikan, kan pelakunya uda meninggal. Jgn2 istri bapak depresi bukan krn dilecehkan, tapi lebih pada tekanan dan skenario menghindari kejadian sebenarnya.";1;7;7;146;in;3747634332;1555097231065169920;Arjuna0486;https://twitter.com/Arjuna0486/status/1555264198862831616
Thu Aug 04 13:22:26 +0000 2022;1555182374815924229;"Sekarang korban hamil 4 bln,depresi berat,gizi buruk dan (maaf) kelamin rusak dan mengeluarkan belatung.  Skrg sdg dirawat di rumah krn faktor ekonomi,walau kmrn sdh direkom dokter obgyn untuk wajib opname.";0;1;0;0;in;701824271115493376;1555182346152050688;imamtewel128;https://twitter.com/imamtewel128/status/1555182374815924229
Thu Aug 04 08:29:49 +0000 2022;1555108735562838017;"@literarybase Ini banget laaahh!   Karakter cowoknya punya trauma karna korban bom bali  Ada juga karakter yg depresi karna banyak tekanan dari sekelilingnya https://t.co/hGvYvFrsKJ";0;0;0;1;in;329425674;1555092868011675648;Good_day_enak;https://twitter.com/Good_day_enak/status/1555108735562838017
Wed Aug 03 18:15:13 +0000 2022;1554893669135941633;"@CNNIndonesia Yakin beritanya valid? Bukan bapaknya sendiri wartawan cnn yg bikin settingan berita ini, anak depresi karena orang tuanya cerai  Sumber : ponakan sya temen dekat korban S";0;1;0;0;in;1417392697388662788;1552969078184509441;muridtuo;https://twitter.com/muridtuo/status/1554893669135941633
Wed Aug 03 14:45:19 +0000 2022;1554840846247534592;"@Txtdariiugm @calemander @KMTGUGM @advo_kmtg Up up Tolong bntu ya min, kasiaan bhkan ada korban yg smpe depresi :(";0;0;0;8;in;1377607666395045894;1554458374942920704;sapereaudee__;https://twitter.com/sapereaudee__/status/1554840846247534592
Tue Aug 02 12:34:05 +0000 2022;1554445429965594625;"@convomfs - Anything Worth Holding On To versinya Cynthia Erivo. Itu lagu yang memggambarkan perasaan orang depresi. - Broken Vow versinya Lara Fabian, lagu wajib karaoke gue karena galau abis. Korban perselingkuhan wajib denger. - You Can Cry (Go ahead cry) - Jo Bok Rae";0;0;0;0;in;1323868181585223682;1554443190324736000;olivinemay;https://twitter.com/olivinemay/status/1554445429965594625
Tue Aug 02 08:07:20 +0000 2022;1554378300616634368;"@xanephoria Kak xan gamau kan, korban depresi akibat kalah war fanbook lowkey bertambah :)";0;0;0;0;in;1534764201251868672;1554372874982473733;thismiiiraaa;https://twitter.com/thismiiiraaa/status/1554378300616634368
Tue Aug 02 00:48:31 +0000 2022;1554267869453553665;"@IWANT79915332 @deaboy1 @_ekokuntadhi Menguntungkan dia dari mana bung. Dia konsen dengan seorang siswa yang sampai depresi karena pemaksaan itu kamu bilang menguntungkan? Cara pandang anda kok sempit sekali yah. Secara nyata itu sudah ada korban gimana dengan di bali? Anda tau detail kasusnya? Kasih link beritanya.";0;1;0;0;in;93797260;1553304473983782912;Alchakim;https://twitter.com/Alchakim/status/1554267869453553665
Mon Aug 01 10:58:01 +0000 2022;1554058866551230465;"Perundungan di medsos itu gila banget ya! Kita gak perlu sepakat sama kesalahan seseorang, bahkan harus mengecam tindakannya. Tapi mem-bully sampai orang itu kemungkinan bisa depresi juga bukan solusi. Sm aja spt ada pencurian,kemudian kita yg bukan korban ikut2an mukulin massal?";0;1;0;0;in;33969796;1554058866551230465;orlandochristy;https://twitter.com/orlandochristy/status/1554058866551230465
Mon Aug 01 10:48:01 +0000 2022;1554056350254059520;"@fauzanindonisi permasalahannya ... "ada dugaan pemaksaan memakai hijab seorang siswi, yang membuat korban depresi".  https://t.co/SCVa7nkJrz";0;1;0;0;in;1537930110;1553765491872636929;elkrova;https://twitter.com/elkrova/status/1554056350254059520
Sun Jul 31 12:58:54 +0000 2022;1553726901495013376;"Tanyarl  Guys sahabat gue jadi korban gaslighting keluarga besarnya dan dia depresi banget. Gue harus gimana ya? Masa nyuruh dia kabur dari rumah?";0;0;0;0;in;1371650588;1553726901495013376;tanyarlfes;https://twitter.com/tanyarlfes/status/1553726901495013376
Sat Jul 30 08:03:15 +0000 2022;1553290111068291072;"@a_strangersforu @zaekell Yups benerr karna perundungan tu toxic banget dan kasian si korban klo mental ga kuat depresi bisa juga emosi trus bisa berakhir bunuh diri karna ga kuat";0;1;0;0;in;1551130861403512832;1553237889953148928;bekangsa;https://twitter.com/bekangsa/status/1553290111068291072
Sat Jul 30 05:09:08 +0000 2022;1553246290720739330;"Ada yang berlagak layaknya dia korban padahal dia adalah sebenar-benarnya penjahat. merusak semua impian, merenggut kebahagian masa muda, sumber depresi mencampakkan bahkan meninggalkan   i just waiting karma otw for u men Tuhan tidak tutup mata";0;0;0;1;in;1540922281915850753;1553246290720739330;youradelya;https://twitter.com/youradelya/status/1553246290720739330
Fri Jul 29 20:35:02 +0000 2022;1553116913252806656;""Isi surat wasiatnya, mohon maaf untuk pihak manajemen atas kegaduhan yang saya (korban) timbulkan. Tolong kontak istri saya di nomor hp, karena depresi dan auto imun," kata Kapolsek Cempaka Putih, Kompol Bernard Saragih https://t.co/iak1UdrlCU";0;0;0;0;in;1186946650595418116;1553116913252806656;voidotid;https://twitter.com/voidotid/status/1553116913252806656
Thu Jul 28 07:23:48 +0000 2022;1552555406844887040;"@kumparanplus Pakaian brigadir J terakhir dan juga pakaian terakhir ibu FS diamankan dan ditunjukkan ke publik supaya tidak ada yang ditutup2 i. Dan ibu FS juga harus hadir dalam konpers tsb sebagai korban.  Kenyataan nya tidak? Katanya depresi stress dll. Oke lah... Tp sudah brp hri?..";0;1;0;0;in;76550678;1552169956850413569;Joen_Sihotang;https://twitter.com/Joen_Sihotang/status/1552555406844887040
Thu Jul 28 03:25:51 +0000 2022;1552495522887639040;"Sebelumnya anak sebelas tahun asal Kabupaten Tasikmalaya, Jabar, meninggal dunia setelah dirundung teman-temannya. Korban sempat depresi hingga meninggal dunia saat menjalani perawatan di rumah sakit.  Sumber Foto : https://t.co/5J4G7F1EOX Puji Panuntun";0;1;0;0;in;1171370786;1552495513307877376;Inanewsindo;https://twitter.com/Inanewsindo/status/1552495522887639040
Thu Jul 28 02:28:36 +0000 2022;1552481118162944000;"Pelecehan sexual kan batasannya tergantung yah, ada yang cuma di suit2 lalu depresi dan bisa dikatakan korban, ada juga yang sampe dicolek2 tapi baik2 saja dan ga bisa dibilang sbg korban.";0;1;0;0;in;335758705;1552481118162944000;ganzrock;https://twitter.com/ganzrock/status/1552481118162944000
Thu Jul 28 02:27:24 +0000 2022;1552480815640367104;"@convomfs Nder lu mantan pembully apa gimana? Lo nanya hal kayak gitu yang jelas² kesannya lo nyari pembelaan dari sifat bully, goblok aoa gimana lo nder, bayangin korban yang sampe mati masih ngerasain trauma dari bullying, bahkan ada yang smpe suicide karna depresi-";0;1;0;0;in;1277306066603175936;1550789679439806466;SunasGurll;https://twitter.com/SunasGurll/status/1552480815640367104
Wed Jul 27 16:27:17 +0000 2022;1552329790136299523;"Korban perundungan di Tasikmalaya mengalami depresi. https://t.co/v50ixWStYG";0;0;0;1;in;22126902;1552329790136299523;republikaonline;https://twitter.com/republikaonline/status/1552329790136299523
Wed Jul 27 14:41:15 +0000 2022;1552303103885447168;"@AREAJULID Pa wagub yg terhormat.. Anda pahamkah apa itu perundungan/bullying? Itu mmg ''candaan'' tapi humor bagi si pembully bukan humor buat si korban. Dari sini jelas jika si pembully bersalah dan membuat si korban depresi karena lingkungan toxic begitu hingga berujung kematian";0;0;0;1;in;240182022;1551094316247920640;belafmee___;https://twitter.com/belafmee___/status/1552303103885447168
Wed Jul 27 12:23:11 +0000 2022;1552268358887698434;"Terlebih, perundungan yang terjadi pada pertengahan Juni ini ternyata menyebabkan korban mengalami depresi berat hingga meninggal dunia. ..  Selengkapnya di story @Infobandungkota  ..  #ibkmedia #bandung #Bandungkota #infobandungkota #sm";0;0;0;0;in;2754853028;1552268356345991168;Infobandungkota;https://twitter.com/Infobandungkota/status/1552268358887698434
Wed Jul 27 11:32:50 +0000 2022;1552255690831720450;"@babecuu973 @sweetcch2a2 @siapalahaku99 @keisyalevronkaa Sebelumnya maaf ya kalo komenku nyakitin kamu, tadi aku spontan ngomong gtu soalnya aku juga punya temen yg suicide krn depresi, salah satunya dikucilkan. Aku jga korban bully di smp 3 tahun. Aku kesel bgt sm tu 2 org, tp komen kamu gabisa dibenarkan🙏";0;0;0;1;in;1297359374956916737;1551583532375769088;Ngeheblablabla;https://twitter.com/Ngeheblablabla/status/1552255690831720450
